"","common name","scientific name","kingdom","phylum","class","order","family","genus","longitude","latitude","ssp","Depth method","S Thermal safety margin","S Conservation status","S Vertical habitat","S Cumulative impacts","AC Habitat fragmentation","AC Geographic range extent","AC Maximum body length","AC Thermal habitat availability","E Time of climate emergence","E Thermal habitat loss","E Fraction of species lost","E Climate velocity","Sensitivity","Sensitivity SD","Adaptive capacity","Adaptive capacity SD","Exposure","Exposure SD","Vulnerability","Vulnerability SD","S Thermal safety margin risk","S Conservation status risk","S Vertical habitat risk","S Cumulative impacts risk","AC Habitat fragmentation risk","AC Geographic range extent risk","AC Maximum body length risk","AC Thermal habitat availability risk","E Time of climate emergence risk","E Thermal habitat loss risk","E Fraction of species lost risk","E Climate velocity risk","Sensitivity risk","Adaptive capacity risk","Exposure risk","Overall Risk"
"4479","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-56.125,47.625,"SSP1-2.6","SST",0.161138647,0,0.525187467,0.631137842,0.966495335,0.205094997,0.504152423,0.836492312,0.069483451,0.015032011,0.4176857,0.011195,0.329365989,0.297878441,0.628058767,0.342653852,0.12834904,0.194719181,0.305439555,0.282576511,"Low","Low","Moderate","High","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Low","Moderate"
"4480","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-55.375,47.625,"SSP1-2.6","SST",0.138367536,0,0.996512221,0.596124632,0.966495335,0.205094997,0.504152423,0.827299712,0.069483451,0.015032011,0,NA,0.432751098,0.454038438,0.625760617,0.340815821,NA,NA,0.410435416,0.07486563,"Low","Low","Critical","High","Low","High","High","Low","Low","Low","Low",NA,"Moderate","Moderate",NA,"Moderate"
"4481","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-54.125,47.625,"SSP1-2.6","SST",0.101740886,0,0.996512221,0.446170975,0.966495335,0.205094997,0.504152423,0.77143878,0.069483451,0.015032011,0.490467216,0.003305576,0.386106021,0.449497838,0.611795384,0.330802197,0.144572064,0.232392342,0.336931339,0.28851202,"Low","Low","Critical","Moderate","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Low","Moderate"
"4482","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.875,47.625,"SSP1-2.6","SST",0.072584006,0,0.725794761,0.737926087,0.966495335,0.205094997,0.504152423,0.660902095,0.069483451,0.015032011,0.340288585,0.014697007,0.384076213,0.402708841,0.584161212,0.317364746,0.109875263,0.155751875,0.340010714,0.316879901,"Low","Low","High","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4483","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.625,47.625,"SSP1-2.6","SST",0.073679569,0,0.996512221,0.78917234,0.966495335,0.205094997,0.504152423,0.636264022,0.069483451,0.015032011,0.338402079,0.010376395,0.464841033,0.502311167,0.578001694,0.315613122,0.108323484,0.155715167,0.37057798,0.33571896,"Low","Low","Critical","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4484","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.375,47.625,"SSP1-2.6","SST",0.076887981,0,0.29801603,0.790742948,0.966495335,0.205094997,0.504152423,0.621437076,0.069483451,0.015032011,0.353008539,0.044251559,0.29141174,0.3560508,0.574294958,0.314786754,0.12044389,0.156631434,0.312512078,0.327008424,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4485","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.125,47.625,"SSP1-2.6","SST",0.078245405,0,0.302099151,0.762990537,0.966495335,0.205094997,0.504152423,0.618475983,0.069483451,0.015032011,0.325803453,0.032912355,0.285833773,0.342897952,0.573554684,0.314642386,0.110807818,0.145110917,0.309264347,0.327680828,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4486","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-51.875,47.625,"SSP1-2.6","SST",0.077082243,0,0.302967785,0.739793637,0.966495335,0.205094997,0.504152423,0.625485269,0.069483451,0.015032011,0.313085777,0.035930567,0.279960916,0.33242208,0.575307006,0.314995277,0.108382951,0.13829939,0.304455657,0.314659398,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4487","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-51.625,47.625,"SSP1-2.6","SST",0.074675152,0,0.351325588,0.724618945,0.966495335,0.205094997,0.504152423,0.644805409,0.069483451,0.015032011,0.299963637,0.030659241,0.287654921,0.328175384,0.580137041,0.316167111,0.103784585,0.1327744,0.302808321,0.298238578,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4488","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-51.375,47.625,"SSP1-2.6","SST",0.073884649,0,0.410859493,0.720027632,0.966495335,0.205094997,0.504152423,0.671602638,0.069483451,0.015032011,0.302949894,0.031541502,0.301192943,0.331579803,0.586836348,0.318271038,0.104751714,0.134084214,0.303411149,0.278148651,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4489","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-51.125,47.625,"SSP1-2.6","SST",0.073899486,0,0.396928149,0.708487557,0.966495335,0.205094997,0.504152423,0.691600565,0.069483451,0.015032011,0.311806827,0.045250854,0.294828798,0.325203335,0.59183583,0.320197647,0.110393286,0.136110664,0.297800804,0.252985657,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4490","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-50.875,47.625,"SSP1-2.6","SST",0.075672803,0,0.440378795,0.685363479,0.966495335,0.205094997,0.504152423,0.706016477,0.069483451,0.015032011,0.317564389,0.051623564,0.300353769,0.320693731,0.595439808,0.321772105,0.113425854,0.137966599,0.297698709,0.236058892,"Low","Low","Moderate","High","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4491","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-50.625,47.625,"SSP1-2.6","SST",0.079200124,0,0.437380387,0.687012537,0.966495335,0.205094997,0.504152423,0.710570575,0.069483451,0.015032011,0.325000279,0.031756449,0.300898262,0.320104895,0.596578332,0.322301397,0.110318048,0.144922138,0.300213116,0.260935842,"Low","Low","Moderate","High","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4492","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-50.375,47.625,"SSP1-2.6","SST",0.082631819,0,0.485436447,0.693994071,0.966495335,0.205094997,0.504152423,0.716184836,0.069483451,0.015032011,0.33329353,0.016558565,0.315515584,0.329597733,0.597981898,0.322974806,0.108591889,0.15192529,0.30720351,0.280222455,"Low","Low","Moderate","High","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4493","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-50.125,47.625,"SSP1-2.6","SST",0.085459935,0,0.488503808,0.688647067,0.966495335,0.205094997,0.504152423,0.711786816,0.069483451,0.015032011,0.330638391,0.011124439,0.315652702,0.32742818,0.596882393,0.322445326,0.106569573,0.151735641,0.308330735,0.289327136,"Low","Low","Moderate","High","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4494","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-49.875,47.625,"SSP1-2.6","SST",0.086822058,0,0.431009988,0.707773832,0.966495335,0.205094997,0.504152423,0.707846761,0.069483451,0.015032011,0.322542257,0.00734338,0.306401469,0.325946844,0.595897379,0.321982995,0.103600275,0.14855894,0.305176008,0.293291546,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4495","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-49.625,47.625,"SSP1-2.6","SST",0.085170709,0,0.388679571,0.716321172,0.966495335,0.205094997,0.504152423,0.704576105,0.069483451,0.015032011,0.311013601,0.005998072,0.297542863,0.325225491,0.595079715,0.321607874,0.100381784,0.143193736,0.30153003,0.293485424,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4496","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-49.375,47.625,"SSP1-2.6","SST",0.081501372,0,0.430696338,0.690087409,0.966495335,0.205094997,0.504152423,0.693796691,0.069483451,0.015032011,0.303052015,0.013491126,0.30057128,0.31989064,0.592384861,0.320427531,0.100264651,0.137676487,0.302422372,0.286876362,"Low","Low","Moderate","High","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4497","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-49.125,47.625,"SSP1-2.6","SST",0.078388261,0,0.349937749,0.706013387,0.966495335,0.205094997,0.504152423,0.687975254,0.069483451,0.015032011,0.291820218,0.008887176,0.283584849,0.319047846,0.590929502,0.319826046,0.096305714,0.133157514,0.296913462,0.294836424,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4498","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-48.875,47.625,"SSP1-2.6","SST",0.076883529,0,0.27228818,0.719044076,0.966495335,0.205094997,0.504152423,0.693712414,0.069483451,0.015032011,0.317684417,0.005997196,0.267053946,0.322389553,0.592363792,0.320418643,0.102049269,0.146466212,0.2939004,0.3083654,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4499","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-48.625,47.625,"SSP1-2.6","SST",0.077166709,0,0.28564657,0.689352408,0.966495335,0.205094997,0.504152423,0.704558913,0.069483451,0.015032011,0.306207552,0.004046484,0.263041422,0.30875678,0.595075417,0.321605923,0.098692375,0.141271147,0.289813474,0.297947427,"Low","Low","Moderate","High","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4500","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-48.375,47.625,"SSP1-2.6","SST",0.07852856,0,0.251830257,0.679301038,0.966495335,0.205094997,0.504152423,0.717638766,0.069483451,0.015032011,0.301483373,0.003885005,0.252414964,0.303414929,0.59834538,0.323152945,0.09747096,0.138995056,0.283897883,0.290081778,"Low","Low","Moderate","High","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4501","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-48.125,47.625,"SSP1-2.6","SST",0.080897981,0,0.197463819,0.656829596,0.966495335,0.205094997,0.504152423,0.735577518,0.069483451,0.015032011,0.319439097,0.003526618,0.233797849,0.293437003,0.602830068,0.325476459,0.101870294,0.147870954,0.277109131,0.287053495,"Low","Low","Low","High","Low","High","High","Low","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4502","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-47.875,47.625,"SSP1-2.6","SST",0.083806689,0,0.176223888,0.632163933,0.966495335,0.205094997,0.504152423,0.749466881,0.069483451,0.015032011,0.322921214,0.003464883,0.223048628,0.282079715,0.606302409,0.327432953,0.10272539,0.149592785,0.271743323,0.278884535,"Low","Low","Low","High","Low","High","High","Low","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4503","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-64.875,47.375,"SSP1-2.6","SST",0.275270654,0,0.996512221,0.605258926,0.966495335,0.205094997,0.504152423,0.57961842,0.069483451,0.015032011,0.707012637,0.009254333,0.46926045,0.429855568,0.563840294,0.313390524,0.200195608,0.33896573,0.410690523,0.422558652,"Moderate","Low","Critical","High","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4504","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-64.625,47.375,"SSP1-2.6","SST",0.242450121,0,0.822012235,0.539723407,0.966495335,0.205094997,0.504152423,0.577598356,0.069483451,0.015032011,0.679040519,0.004696,0.401046441,0.357040866,0.563335278,0.313358249,0.192062995,0.325893241,0.383877865,0.428435748,"Moderate","Low","High","Moderate","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4505","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-64.375,47.375,"SSP1-2.6","SST",0.232035226,0,0.799315134,0.533698779,0.966495335,0.205094997,0.504152423,0.580518769,0.069483451,0.015032011,0.695923569,0.007275831,0.391262285,0.348919625,0.564065381,0.313405957,0.196928715,0.333812715,0.380491345,0.426785543,"Moderate","Low","High","Moderate","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4506","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-64.125,47.375,"SSP1-2.6","SST",0.221823531,0,0.698793498,0.505330283,0.966495335,0.205094997,0.504152423,0.583964064,0.069483451,0.015032011,0.688009475,0.012634665,0.356486828,0.307974724,0.564926705,0.313470975,0.1962899,0.328862526,0.366084615,0.427919406,"Moderate","Low","Moderate","Moderate","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4507","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-63.875,47.375,"SSP1-2.6","SST",0.218702678,0,0.652288774,0.502884478,0.966495335,0.205094997,0.504152423,0.58887386,0.069483451,0.015032011,0.705896707,0.019666242,0.343468982,0.291158912,0.566154154,0.313579961,0.202519603,0.336488769,0.361089003,0.427777275,"Moderate","Low","Moderate","Moderate","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4508","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-63.625,47.375,"SSP1-2.6","SST",0.225334579,0,0.638904684,0.521596951,0.966495335,0.205094997,0.504152423,0.589705463,0.069483451,0.015032011,0.692474327,0.030311671,0.346459053,0.289195864,0.566362054,0.31360032,0.201825365,0.327902165,0.36136716,0.423856009,"Moderate","Low","Moderate","Moderate","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4509","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-63.375,47.375,"SSP1-2.6","SST",0.224208002,0,0.634447968,0.537601408,0.966495335,0.205094997,0.504152423,0.593785714,0.069483451,0.015032011,0.728198156,0.041204831,0.349064345,0.291218738,0.567382117,0.313708178,0.213479612,0.343865344,0.363696552,0.419725094,"Moderate","Low","Moderate","Moderate","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4510","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-63.125,47.375,"SSP1-2.6","SST",0.234903536,0,0.666310167,0.538369072,0.966495335,0.205094997,0.504152423,0.601454861,0.069483451,0.015032011,0.737913443,0.047034766,0.359895694,0.300494329,0.569299404,0.313946683,0.217365918,0.347750227,0.367587842,0.414607867,"Moderate","Low","Moderate","Moderate","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4511","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-62.875,47.375,"SSP1-2.6","SST",0.246055229,0,0.666310167,0.53932324,0.966495335,0.205094997,0.504152423,0.605545473,0.069483451,0.015032011,0.74031098,0.058691673,0.362922159,0.299183332,0.570322057,0.31409297,0.220879529,0.34708688,0.368444297,0.410473465,"Moderate","Low","Moderate","Moderate","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4512","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-62.625,47.375,"SSP1-2.6","SST",0.259349502,0,0.62119391,0.591620462,0.966495335,0.205094997,0.504152423,0.613537864,0.069483451,0.015032011,0.749337483,0.042412984,0.368040968,0.295150917,0.572320155,0.314416989,0.219066482,0.354212244,0.370201826,0.426095224,"Moderate","Low","Moderate","High","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4513","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-62.375,47.375,"SSP1-2.6","SST",0.272822666,0,0.625339804,0.563994068,0.966495335,0.205094997,0.504152423,0.616347026,0.069483451,0.015032011,0.726818549,0.009190828,0.365539135,0.288152709,0.573022445,0.314542854,0.20513121,0.348849697,0.368004505,0.447884026,"Moderate","Low","Moderate","Moderate","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4514","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-62.125,47.375,"SSP1-2.6","SST",0.280139959,0,0.969452305,0.528595904,0.966495335,0.205094997,0.504152423,0.621328255,0.069483451,0.015032011,0.727282748,0.005038095,0.444547042,0.411193996,0.574267752,0.314781326,0.204209076,0.349863832,0.397092863,0.408237994,"Moderate","Low","Critical","Moderate","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4515","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.875,47.375,"SSP1-2.6","SST",0.276044142,0,0.946146775,0.532168506,0.966495335,0.205094997,0.504152423,0.617050959,0.069483451,0.015032011,0.707042926,0.008276766,0.438589856,0.402141418,0.573198428,0.314575369,0.199958789,0.339164683,0.394392698,0.408275309,"Moderate","Low","Critical","Moderate","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4516","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.625,47.375,"SSP1-2.6","SST",0.267010536,0,0.887807801,0.528850145,0.966495335,0.205094997,0.504152423,0.621989295,0.069483451,0.015032011,0.712216218,0.051313086,0.420917121,0.378811696,0.574433012,0.31481444,0.212011192,0.334237393,0.386869967,0.385485266,"Moderate","Low","Critical","Moderate","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4517","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.375,47.375,"SSP1-2.6","SST",0.25804913,0,0.804929969,0.528751717,0.966495335,0.205094997,0.504152423,0.627500456,0.069483451,0.015032011,0.723427492,0.006595834,0.397932704,0.346736326,0.575810803,0.315103875,0.203634697,0.34764752,0.378917938,0.416126428,"Moderate","Low","High","Moderate","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4518","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.125,47.375,"SSP1-2.6","SST",0.249854656,0,0.734915318,0.543359458,0.966495335,0.205094997,0.504152423,0.632260902,0.069483451,0.015032011,0.71732031,0.008163312,0.382032358,0.323508106,0.577000914,0.315373051,0.202499771,0.344308171,0.371906531,0.420171485,"Moderate","Low","High","Moderate","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4519","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-60.875,47.375,"SSP1-2.6","SST",0.239976446,0,0.638904684,0.590736515,0.966495335,0.205094997,0.504152423,0.638033752,0.069483451,0.015032011,0.673937092,0.010804474,0.367404411,0.302662361,0.578444127,0.31572324,0.192314257,0.322191847,0.363179082,0.421267149,"Moderate","Low","Moderate","High","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4520","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-60.625,47.375,"SSP1-2.6","SST",0.229138761,0,0.637439429,0.67735391,0.966495335,0.205094997,0.504152423,0.648109636,0.069483451,0.015032011,0.669230722,0.034145119,0.385983025,0.327470271,0.580963098,0.316396625,0.196972826,0.315645573,0.368600965,0.39403658,"Moderate","Low","Moderate","High","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4521","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-60.375,47.375,"SSP1-2.6","SST",0.211418463,0,0.088676753,0.679444863,0.966495335,0.205094997,0.504152423,0.667148294,0.069483451,0.015032011,0.627248054,0.015740297,0.24488502,0.30239707,0.585722762,0.317883147,0.181875953,0.29800802,0.3137034,0.363705254,"Moderate","Low","Low","High","Low","High","High","Moderate","Low","Low","High","Low","Moderate","Moderate","Moderate","Moderate"
"4522","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-60.125,47.375,"SSP1-2.6","SST",0.193944062,0,0.190715946,0.665318877,0.966495335,0.205094997,0.504152423,0.693066765,0.069483451,0.015032011,0.632210187,0.013583277,0.262494721,0.283444389,0.59220238,0.320350725,0.182577232,0.300882234,0.313747617,0.346168427,"Moderate","Low","Low","High","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4523","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-59.875,47.375,"SSP1-2.6","SST",0.178337777,0,0.078237986,0.685108416,0.966495335,0.205094997,0.504152423,0.718750568,0.069483451,0.015032011,0.64391189,0.089397515,0.235421045,0.308548653,0.598623331,0.323290203,0.204456217,0.294651756,0.304841753,0.302358825,"Low","Low","Low","High","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4524","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-59.625,47.375,"SSP1-2.6","SST",0.16434027,0,0.078237986,0.71420073,0.966495335,0.205094997,0.504152423,0.746201021,0.069483451,0.015032011,0.637642894,0.667631902,0.239194746,0.323705155,0.605485944,0.326960704,0.347447564,0.353315481,0.336357663,0.220220323,"Low","Low","Low","Critical","Low","High","High","Low","Low","Low","Critical","Critical","Moderate","Moderate","High","Moderate"
"4525","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-59.375,47.375,"SSP1-2.6","SST",0.15624489,0,0.078237986,0.735878453,0.966495335,0.205094997,0.504152423,0.769171424,0.069483451,0.015032011,0.636019874,0.26180367,0.242590332,0.334987795,0.611228545,0.330439203,0.245584751,0.28099162,0.305278198,0.223697026,"Low","Low","Low","Critical","Low","High","High","Low","Low","Low","Critical","High","Moderate","Moderate","Moderate","Moderate"
"4526","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-59.125,47.375,"SSP1-2.6","SST",0.151371841,0,0.079898356,0.730808113,0.966495335,0.205094997,0.504152423,0.782559973,0.069483451,0.015032011,0.628055634,0.054820606,0.240519578,0.332655483,0.614575682,0.332632877,0.191847925,0.291713663,0.2954616,0.276448056,"Low","Low","Low","Critical","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Moderate","Moderate"
"4527","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-58.875,47.375,"SSP1-2.6","SST",0.144483458,0,0.117104566,0.74911866,0.966495335,0.205094997,0.504152423,0.798067764,0.069483451,0.015032011,0.596649671,0.049917282,0.252676671,0.336841068,0.61845263,0.335322924,0.182770604,0.276836957,0.294105076,0.259480481,"Low","Low","Low","Critical","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Moderate","Moderate"
"4528","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-58.625,47.375,"SSP1-2.6","SST",0.140583646,0,0.153949924,0.75417015,0.966495335,0.205094997,0.504152423,0.809135479,0.069483451,0.015032011,0.561444007,0.054407327,0.26217593,0.335306866,0.621219558,0.337338663,0.175091699,0.258589139,0.292518236,0.240388915,"Low","Low","Low","Critical","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Moderate","Moderate"
"4529","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-58.375,47.375,"SSP1-2.6","SST",0.143699494,0,0.297899231,0.741379465,0.966495335,0.205094997,0.504152423,0.82146347,0.069483451,0.015032011,0.508937317,0.128536838,0.295744548,0.321028378,0.624301556,0.339676001,0.180497404,0.223812102,0.297578455,0.166695367,"Low","Low","Moderate","Critical","Low","High","High","Low","Low","Low","High","Moderate","Moderate","Moderate","Moderate","Moderate"
"4530","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-58.125,47.375,"SSP1-2.6","SST",0.144549679,0,0.236454377,0.720226837,0.966495335,0.205094997,0.504152423,0.822845403,0.069483451,0.015032011,0.540532605,0.062354391,0.275307723,0.312172286,0.624647039,0.339943975,0.171850614,0.24697297,0.292816512,0.219227739,"Low","Low","Low","Critical","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Moderate","Moderate"
